id,name,primary_type,secondary_type,color,shape,sprite_file
1004,chi-yu,dark,fire,red,fish,sprites/1004.png
1005,roaring-moon,dragon,dark,green,quadruped,sprites/1005.png
1006,iron-valiant,fairy,fighting,white,humanoid,sprites/1006.png
1007,koraidon,fighting,dragon,red,upright,sprites/1007.png
1008,miraidon,electric,dragon,blue,quadruped,sprites/1008.png
1009,walking-wake,water,dragon,blue,upright,sprites/1009.png
1010,iron-leaves,grass,psychic,green,quadruped,sprites/1010.png
1011,dipplin,grass,dragon,green,heads,sprites/1011.png
1012,poltchageist,grass,ghost,green,ball,sprites/1012.png
1013,sinistcha,grass,ghost,green,ball,sprites/1013.png
1014,okidogi,poison,fighting,black,upright,sprites/1014.png
1015,munkidori,poison,psychic,black,humanoid,sprites/1015.png
1016,fezandipiti,poison,fairy,black,wings,sprites/1016.png
1017,ogerpon,grass,,green,humanoid,sprites/1017.png
1018,archaludon,steel,dragon,white,upright,sprites/1018.png
1019,hydrapple,grass,dragon,green,heads,sprites/1019.png
1020,gouging-fire,fire,dragon,brown,quadruped,sprites/1020.png
1021,raging-bolt,electric,dragon,yellow,quadruped,sprites/1021.png
1022,iron-boulder,rock,psychic,gray,quadruped,sprites/1022.png
1023,iron-crown,steel,psychic,blue,quadruped,sprites/1023.png
1024,terapagos,normal,,blue,quadruped,sprites/1024.png
1025,pecharunt,poison,ghost,purple,ball,sprites/1025.png
